genID
RISE681.SG
RISE683.SG
RISE684.SG
RISE685.SG
RISE718.SG
DA5.SG
RISE719.SG
DA6.SG
MS20.SG
DA7.SG
irk008.SG
BIY001.AG
irk00x.SG
BIY002.AG
irk017.SG
BIY003.AG
BIY005.AG
BIY006.AG
BIY007.AG
BIY008.AG
BIY009.AG
BIY010.AG
BIY011.AG
BIY012.AG
KOK001.AG
KOK002.AG
KOK003.AG
SHD001.AG
SHD002.AG
SMV001.AG
SMV002.AG
VOR001.AG
VOR003.AG
bla001.SG
brn001.SG
brn002.SG
brn003.SG
brn008.SG
brn012.SG
cta016.SG
irk007.SG
irk022.SG
irk025.SG
irk030.SG
irk032.SG
irk033.SG
irk034.SG
irk036.SG
irk040.SG
irk050.SG
irk051.SG
irk057.SG
irk061.SG
irk068.SG
irk071.SG
irk075.SG
irk076.SG
irk078.SG
kra001.SG
mak026.SG
N2a.SG
N4a1.SG
N4b2.SG
N5a.SG
yak021.SG
yak022.SG
yak023.SG
yak024.SG
yak025.SG
MJ-42.SG
FNO001.AG
FNO003.AG
FNO006.AG
FNO007.AG
IMA001.AG
IMA002.AG
IMA003.AG
IMA004.AG
IMA005.AG
IMA006.AG
IMA007.AG
IMA008.AG
PTO001.AG
Kolyma_River.SG
M0831.SG
M9984.SG
NEO229.SG
NEO230.SG
NEO231.SG
NEO232.SG
NEO235.SG
NEO236.SG
NEO238.SG
NEO239.SG
NEO240.SG
NEO241.SG
NEO242.SG
NEO243.SG
NEO246.SG
NEO247.SG
NEO248.SG
NEO249.SG
NEO250.SG
NEO251.SG
NEO253.SG
GOR001.AG
NEO298.SG
NEO299.SG
Yana2.SG
Yana1.SG
Yana_Young.SG
ANG001.AG
BZK002.AG
GLZ001.AG
GLZ002.AG
GLZ003.AG
IUO001.AG
KAG001.AG
KAG002.AG
KPT001.AG
KPT003.AG
KPT004.AG
KPT005.AG
KPT006.AG
UKY001.AG
STB001.AG
STB002.AG
ZPL001.AG
ZPL002.AG
FRS001.SG
FRS002.SG
NVR001.SG
TZB001.SG
TZB002.SG
LM16.SG
KMT001.SG
KMT002.SG
KMT003.SG
RISE600.SG
RISE601.SG
Denisova11.SG
RISE602.SG
I10564.AG
RISE507.508.merge.SG
I10565.AG
AfontovaGora2.SG
MA1.SG
RISE392.SG
RISE395.SG
I11112.AG
RISE492.SG
RISE493.SG
RISE494.SG
RISE495.SG
RISE496.SG
RISE497.SG
RISE499.SG
RISE500.SG
RISE502.SG
I11752.AG
RISE503.SG
RISE504.SG
RISE505.SG
RISE509.SG
RISE510.SG
RISE511.SG
RISE512.SG
RISE553.SG
RISE554.SG
I14819.AG
I14771.AG
I14772.AG
I14773.AG
I14307.AG
I14774.AG
I14308.AG
I14308_d.AG
I7332.AG
I20760.AG
I7341.AG
I7346.AG
I7780.AG
I20756.AG
Denisova_light.SG
AltaiNeanderthal.DG
AltaiNeanderthal_snpAD.DG
Chagyrskaya8.SG
yak030-b1e1l2p1.SG
Denisova3.DG
Denisova3_snpAD.DG
Chagyrskaya8_snpAD.DG
UstIshim_snpAD.DG
NEO63.SG
NEO64.SG
NEO65.SG
NEO67.SG
NEO68.SG
NEO687.SG
NEO70.SG
NEO72.SG
NEO73.SG
NEO75.SG
NEO76.SG
NEO77.SG
NEO78.SG
NEO79.SG
NEO80.SG
NEO81.SG
NEO83.SG
NEO841.SG
NEO843.SG
NEO116.SG
NEO117.SG
NEO292.SG
NEO907.SG
NEO910.SG
NEO309.SG
NEO911.SG
b10-2.AG.SG
NEO912.SG
b1-1.AG.SG
NEO915.SG
b1-2.AG.SG
NEO916.SG
b13-1.AG.SG
NEO917.SG
b17-1.SG
NEO918.SG
b22-1.SG
b24-1.AG
NEO921.SG
b25-1.AG.SG
b26-1.AG.SG
b27-1.SG
NEO922.SG
b28-1.AG.SG
NEO923.SG
b28-2.SG
b2a-1.AG.SG
b2a-2.AG.SG
NEO102.SG
b2b-1.AG.SG
b30-1.AG.SG
b3-1.AG
b31-1.AG.SG
b32-1.AG.SG
b32-2.AG.SG
b33-1.AG.SG
b4-1.AG
b6-1.AG.SG
b7-1.AG.SG
b8-1.AG.SG
b8-2.AG.SG
j11-1.SG
j15-1.SG
j15-2.SG
j3-1.SG
j6-1.SG
j9-1.SG
NEO199.SG
NEO200.SG
NEO115.SG
NEO201.SG
lc8544.SG
AfontovaGora3_d.AG
I1960.DG
I1961.DG
I1965.DG
I3388.DG
I3949.DG
I3950.DG
I6714.DG
I3388.SG
I3949.SG
I3950.SG
DevilsGate_merge.SG
I6714.SG
KPT002_merge.AG
I1960.SG
I1961.SG
LM16_d.SG
I1965.SG
UstIshim.DG
UKY001_v62.AG.SG
UKY001_v62.AG
UKY001_v62.SG
KPT002_v62.AG.SG
KPT002_v62.AG
KPT002_v62.SG
UKY001_v62_d.AG.SG
UKY001_v62_d.AG
UKY001_v62_d.SG
KPT002_v62_d.AG.SG
KPT002_v62_d.AG
KPT002_v62_d.SG
