genID
I0577.AG
I3949.AG
I3950.AG
I3951.AG
I3954.AG
I1821.AG
I1828.AG
I1829.AG
I1851.AG
I1852.AG
I1853.AG
I1856.AG
I1958.AG
I1960.AG
I3354.AG
I3355.AG
I3356.AG
I3358.AG
I3388.AG
I3389.AG
I3390.AG
I3391.AG
I3392.AG
I3393.AG
I3394.AG
I3395.AG
I3396.AG
I0937.AG
I0938.AG
I0939.AG
I0940.AG
I0942.AG
I0943.AG
I0944.AG
I0945.AG
I0946.AG
I0980.AG
I0982.AG
I0983.AG
I0984.AG
I0985.AG
I0986.AG
I0987_I0988_merge.AG
I0989.AG
I1003.AG
I1006.AG
I1007.AG
I1008.AG
I1010.AG
I1011.AG
I1012.AG
I1013.AG
I1061.AG
I11214.AG
I1192.AG
I1194.AG
I1526.AG
I2069.AG
I2071.AG
I6047.AG
I3952.AG
I5269.AG
I5270.AG
I5271.AG
I3387.AG
I5272.AG
I5273.AG
I5277.AG
I5278.AG
I5279.AG
I6711.AG
I6712.AG
I6713.AG
I6714.AG
I6715.AG
I6716.AG
I6717.AG
I6718.AG
I7480.AG
I7621.AG
I7759.AG
I7760.AG
I7779.AG
I7781.AG
I7782.AG
I7331.AG
I7333.AG
I7335.AG
I7337.AG
I7338.AG
I7339.AG
I7340.AG
I7342_d.AG
I7343.AG
I7344.AG
I7347.AG
I7348.AG
I7349.AG
I5766.AG
I6048.AG
I0576.AG
I1190.AG
I1193.AG
I1196.AG
I1197.AG
I1198.AG
I1206.AG
I1017.AG
I1018.AG
I1019.AG
I1020.AG
I1022.AG
I1024.AG
I1027.AG
I1028.AG
I1029.AG
I1053.AG
I1054.AG
I1055.AG
I1056.AG
I1057.AG
I1058.AG
I1060.AG
I1062.AG
I1063.AG
I1064.AG
I1065.AG
I1082.AG
I1084.AG
I1086.AG
I1088.AG
I1089.AG
I1090.AG
I8295.AG
I8296.AG
I8298.AG
DA8.SG
DA9.SG
DA245.SG
DA246.SG
DA247.SG
DA248.SG
DA249.SG
DA250.SG
DA251.SG
DA252.SG
DA253.SG
DA334.SG
DA335.SG
DA336.SG
DA337.SG
DA338.SG
DA339.SG
DA340.SG
DA341.SG
DA342.SG
DA344.SG
DA345.SG
DA354.SG
DA355.SG
DA357.SG
DA358.SG
DA359.SG
DA360.SG
DA362.SG
DA2.SG
DA343.SG
DA353.SG
DA356.SG
DA361.SG
DA3.SG
RISE515.SG
RISE516.SG
RISE662.SG
RISE664.SG
RISE667.SG
DA4.SG
RISE670.SG
RISE671.SG
RISE672.SG
RISE673.SG
RISE674.SG
RISE675.SG
RISE677.SG
RISE680.SG
